,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
9370,2017.0,8.0,0.0,0.0,69.0,61.0,8.0,1.0,18.0,226.0,187.0,413.0,1.21,123.0,58.0,36.0,12.0,15.0,9.0,5.0,15.0,0.0,24.0,37.5,45.89,17.21,28.0,41.0,39.0,47.0,1.96,5.22,51.1,19.1,187.8,88.9,26.58,126.1,6.0,2.0,4.0,10.0,126.0,290.0,320.0,77.5,41.0,13.0,15.0,28.0,39.0,45.0,1.0,5.0,55.6,191.0,215.0,406.0,0.89,75.0,70.0,37.0,15.0,12.0,8.0,7.0,12.0,1.0,21.0,38.1,50.75,19.33,32.0,39.0,33.0,50.0,2.38,6.25,40.0,16.0,186.4,85.6,24.16,72.8,11.0,5.0,4.0,2.0,133.0,265.0,298.0,73.4,39.0,6.0,12.0,32.0,33.0,47.0,11.0,7.0,87.5
9384,2017.0,9.0,1.0,0.0,64.0,125.0,-61.0,0.0,5.0,179.0,155.0,334.0,1.15,88.0,73.0,32.0,15.0,18.0,8.0,5.0,14.0,2.0,24.0,33.3,41.75,13.92,28.0,47.0,27.0,48.0,2.0,6.0,45.8,16.7,187.6,88.7,26.49,124.1,6.0,2.0,5.0,9.0,112.0,227.0,249.0,74.6,47.0,9.0,12.0,28.0,27.0,45.0,5.0,5.0,62.5,272.0,181.0,453.0,1.5,152.0,68.0,44.0,18.0,15.0,19.0,11.0,11.0,0.0,30.0,63.3,23.84,15.1,34.0,48.0,38.0,49.0,1.63,2.58,61.2,38.8,186.5,86.2,25.74,99.3,7.0,7.0,4.0,4.0,143.0,312.0,345.0,76.2,48.0,10.0,12.0,34.0,38.0,56.0,8.0,11.0,57.9
9395,2017.0,10.0,0.0,1.0,90.0,98.0,-8.0,0.0,9.0,215.0,214.0,429.0,1.0,85.0,60.0,42.0,16.0,8.0,14.0,8.0,5.0,1.0,20.0,70.0,30.64,21.45,31.0,54.0,37.0,43.0,2.15,3.07,44.2,32.6,187.1,88.3,26.91,133.5,5.0,3.0,5.0,9.0,146.0,289.0,330.0,76.9,54.0,15.0,7.0,31.0,37.0,58.0,8.0,8.0,57.1,219.0,181.0,400.0,1.21,90.0,59.0,52.0,8.0,16.0,14.0,12.0,9.0,5.0,28.0,50.0,28.57,14.29,54.0,46.0,27.0,56.0,2.0,4.0,41.1,25.0,189.3,88.8,24.49,76.4,8.0,7.0,4.0,3.0,145.0,256.0,304.0,76.0,46.0,14.0,11.0,54.0,27.0,70.0,10.0,12.0,85.7
9398,2017.0,11.0,1.0,0.0,77.0,80.0,-3.0,0.0,8.0,211.0,148.0,359.0,1.43,106.0,57.0,35.0,15.0,14.0,11.0,9.0,8.0,3.0,22.0,50.0,32.64,16.32,36.0,37.0,33.0,50.0,2.27,4.55,38.0,22.0,187.6,88.9,27.24,138.7,4.0,3.0,7.0,8.0,116.0,233.0,266.0,74.1,37.0,9.0,11.0,36.0,33.0,39.0,6.0,9.0,81.8,243.0,182.0,425.0,1.34,126.0,74.0,40.0,14.0,15.0,11.0,8.0,12.0,2.0,25.0,44.0,38.64,17.0,28.0,50.0,37.0,49.0,1.96,4.45,46.9,22.4,188.0,86.6,24.66,88.3,5.0,11.0,3.0,3.0,135.0,288.0,329.0,77.4,50.0,13.0,12.0,28.0,37.0,44.0,14.0,8.0,72.7
9409,2017.0,13.0,0.0,0.0,83.0,70.0,13.0,1.0,7.0,193.0,154.0,347.0,1.25,72.0,93.0,40.0,16.0,13.0,11.0,6.0,15.0,2.0,28.0,39.3,31.55,12.39,39.0,40.0,30.0,59.0,2.11,5.36,44.1,18.6,188.0,89.0,26.49,125.5,6.0,3.0,7.0,6.0,155.0,195.0,231.0,66.6,40.0,7.0,10.0,39.0,30.0,52.0,6.0,6.0,54.5,161.0,184.0,345.0,0.88,67.0,74.0,52.0,13.0,16.0,10.0,7.0,9.0,1.0,20.0,50.0,34.5,17.25,44.0,57.0,36.0,43.0,2.15,4.3,44.2,23.3,190.4,89.8,26.8,110.1,7.0,4.0,6.0,5.0,153.0,200.0,234.0,67.8,57.0,17.0,9.0,44.0,36.0,55.0,3.0,7.0,70.0
9420,2017.0,14.0,0.0,1.0,96.0,99.0,-3.0,0.0,11.0,197.0,154.0,351.0,1.28,76.0,78.0,41.0,27.0,16.0,14.0,11.0,10.0,2.0,26.0,53.8,25.07,13.5,46.0,47.0,26.0,57.0,2.19,4.07,42.1,24.6,187.6,89.0,26.41,124.5,6.0,3.0,7.0,6.0,157.0,197.0,257.0,73.2,47.0,17.0,11.0,46.0,26.0,43.0,2.0,11.0,78.6,174.0,238.0,412.0,0.73,61.0,64.0,55.0,16.0,27.0,15.0,11.0,8.0,1.0,24.0,62.5,27.47,17.17,49.0,63.0,40.0,47.0,1.96,3.13,48.9,31.9,187.1,88.0,24.58,81.1,9.0,7.0,3.0,3.0,167.0,248.0,298.0,72.3,63.0,8.0,11.0,49.0,40.0,47.0,6.0,11.0,73.3
9425,2017.0,15.0,1.0,1.0,87.0,80.0,7.0,1.0,18.0,206.0,168.0,374.0,1.23,84.0,61.0,32.0,25.0,19.0,12.0,11.0,12.0,3.0,27.0,44.4,31.17,13.85,45.0,57.0,36.0,60.0,2.22,5.0,40.0,20.0,187.1,87.6,26.24,120.0,5.0,4.0,7.0,6.0,148.0,230.0,262.0,70.1,57.0,17.0,15.0,45.0,36.0,63.0,4.0,11.0,91.7,204.0,161.0,365.0,1.27,78.0,80.0,54.0,19.0,25.0,11.0,8.0,9.0,5.0,25.0,44.0,33.18,14.6,29.0,67.0,38.0,55.0,2.2,5.0,36.4,20.0,186.5,85.3,25.58,94.7,7.0,8.0,4.0,3.0,152.0,209.0,250.0,68.5,67.0,13.0,9.0,29.0,38.0,62.0,4.0,8.0,72.7
9441,2017.0,16.0,0.0,1.0,88.0,120.0,-32.0,0.0,13.0,176.0,148.0,324.0,1.19,75.0,51.0,33.0,22.0,16.0,13.0,8.0,8.0,2.0,23.0,56.5,24.92,14.09,40.0,48.0,36.0,42.0,1.83,3.23,50.0,31.0,187.8,89.3,26.8,129.5,4.0,5.0,7.0,6.0,128.0,197.0,236.0,72.8,48.0,14.0,13.0,40.0,36.0,39.0,6.0,8.0,61.5,202.0,159.0,361.0,1.27,98.0,63.0,50.0,16.0,22.0,18.0,14.0,10.0,2.0,30.0,60.0,20.06,12.03,44.0,56.0,24.0,60.0,2.0,3.33,46.7,30.0,187.6,87.3,25.24,106.4,6.0,6.0,4.0,6.0,134.0,233.0,282.0,78.1,56.0,15.0,21.0,44.0,24.0,48.0,10.0,14.0,77.8
9450,2017.0,17.0,1.0,1.0,74.0,44.0,30.0,1.0,6.0,244.0,180.0,424.0,1.36,143.0,50.0,43.0,11.0,19.0,11.0,7.0,6.0,2.0,19.0,57.9,38.55,22.32,28.0,56.0,48.0,46.0,2.42,4.18,37.0,23.9,187.6,89.0,27.8,141.7,4.0,3.0,6.0,9.0,135.0,301.0,323.0,76.2,56.0,15.0,11.0,28.0,48.0,41.0,11.0,7.0,63.6,204.0,168.0,372.0,1.21,87.0,65.0,35.0,19.0,11.0,5.0,5.0,13.0,1.0,19.0,26.3,74.4,19.58,40.0,53.0,33.0,57.0,3.0,11.4,31.6,8.8,186.5,87.0,24.41,83.9,10.0,2.0,6.0,4.0,135.0,233.0,254.0,68.3,53.0,8.0,7.0,40.0,33.0,39.0,6.0,5.0,100.0
9458,2017.0,18.0,1.0,0.0,85.0,93.0,-8.0,0.0,4.0,212.0,136.0,348.0,1.56,117.0,61.0,31.0,14.0,24.0,13.0,11.0,5.0,2.0,20.0,65.0,26.77,17.4,29.0,54.0,39.0,45.0,2.25,3.46,40.0,28.9,188.4,89.2,26.24,125.0,5.0,3.0,6.0,8.0,116.0,226.0,255.0,73.3,54.0,11.0,16.0,29.0,39.0,50.0,5.0,11.0,84.6,206.0,170.0,376.0,1.21,78.0,68.0,46.0,24.0,14.0,13.0,7.0,12.0,3.0,28.0,46.4,28.92,13.43,37.0,50.0,29.0,56.0,2.0,4.31,44.6,23.2,187.0,88.3,25.74,106.0,5.0,7.0,4.0,6.0,141.0,235.0,281.0,74.7,50.0,6.0,11.0,37.0,29.0,44.0,9.0,7.0,53.8
9468,2017.0,19.0,0.0,0.0,113.0,45.0,68.0,1.0,2.0,236.0,163.0,399.0,1.45,103.0,63.0,38.0,19.0,24.0,17.0,11.0,10.0,1.0,28.0,60.7,23.47,14.25,50.0,63.0,34.0,58.0,2.07,3.41,46.6,29.3,187.6,88.8,26.24,127.5,5.0,3.0,5.0,9.0,152.0,250.0,271.0,67.9,63.0,5.0,17.0,50.0,34.0,52.0,18.0,11.0,64.7,216.0,212.0,428.0,1.02,94.0,79.0,55.0,24.0,19.0,6.0,5.0,4.0,5.0,15.0,40.0,71.33,28.53,38.0,52.0,38.0,43.0,2.87,7.17,23.3,14.0,189.6,87.7,22.91,61.5,11.0,6.0,2.0,3.0,135.0,281.0,319.0,74.5,52.0,8.0,5.0,38.0,38.0,39.0,3.0,5.0,83.3
9475,2017.0,20.0,1.0,0.0,95.0,103.0,-8.0,0.0,15.0,188.0,152.0,340.0,1.24,84.0,51.0,23.0,12.0,21.0,14.0,12.0,10.0,1.0,25.0,56.0,24.29,13.6,30.0,55.0,42.0,46.0,1.84,3.29,52.2,30.4,187.0,88.1,26.58,135.1,4.0,3.0,5.0,10.0,128.0,222.0,243.0,71.5,55.0,5.0,12.0,30.0,42.0,63.0,8.0,12.0,85.7,236.0,191.0,427.0,1.24,107.0,83.0,53.0,21.0,12.0,15.0,12.0,10.0,3.0,28.0,53.6,28.47,15.25,42.0,45.0,28.0,62.0,2.21,4.13,40.3,24.2,188.1,87.9,24.8,93.4,6.0,7.0,6.0,3.0,162.0,272.0,320.0,74.9,45.0,16.0,18.0,42.0,28.0,39.0,14.0,12.0,80.0
9483,2017.0,21.0,0.0,0.0,100.0,83.0,17.0,1.0,3.0,196.0,145.0,341.0,1.35,78.0,45.0,44.0,23.0,27.0,15.0,9.0,9.0,1.0,25.0,60.0,22.73,13.64,39.0,58.0,38.0,46.0,1.84,3.07,52.2,32.6,187.6,89.0,26.8,138.7,4.0,3.0,5.0,10.0,137.0,210.0,243.0,71.3,58.0,11.0,10.0,39.0,38.0,34.0,4.0,9.0,60.0,223.0,146.0,369.0,1.53,99.0,65.0,38.0,27.0,23.0,12.0,11.0,9.0,2.0,23.0,52.2,30.75,16.04,37.0,58.0,28.0,55.0,2.39,4.58,38.2,21.8,187.1,84.9,24.8,93.3,10.0,5.0,2.0,5.0,123.0,247.0,289.0,78.3,58.0,8.0,14.0,37.0,28.0,34.0,7.0,11.0,91.7
9490,2017.0,22.0,1.0,0.0,60.0,81.0,-21.0,0.0,9.0,208.0,144.0,352.0,1.44,91.0,59.0,47.0,29.0,22.0,9.0,7.0,6.0,0.0,15.0,60.0,39.11,23.47,42.0,57.0,43.0,48.0,3.2,5.33,31.2,18.8,188.0,89.5,26.8,139.6,4.0,3.0,5.0,10.0,136.0,218.0,260.0,73.9,57.0,9.0,11.0,42.0,43.0,51.0,6.0,7.0,77.8,230.0,187.0,417.0,1.23,94.0,48.0,36.0,22.0,29.0,12.0,12.0,8.0,1.0,21.0,57.1,34.75,19.86,34.0,54.0,38.0,59.0,2.81,4.92,33.9,20.3,188.3,87.8,25.16,111.0,2.0,9.0,6.0,5.0,144.0,269.0,330.0,79.1,54.0,12.0,13.0,34.0,38.0,56.0,15.0,12.0,100.0
9504,2017.0,23.0,0.0,0.0,100.0,71.0,29.0,1.0,1.0,231.0,161.0,392.0,1.43,108.0,59.0,42.0,23.0,12.0,15.0,8.0,9.0,1.0,25.0,60.0,26.13,15.68,33.0,50.0,37.0,50.0,2.0,3.33,48.0,30.0,187.9,89.4,27.0,141.5,4.0,3.0,5.0,10.0,152.0,245.0,302.0,77.0,50.0,20.0,9.0,33.0,37.0,49.0,9.0,8.0,53.3,202.0,213.0,415.0,0.95,87.0,62.0,54.0,12.0,23.0,10.0,8.0,9.0,2.0,21.0,47.6,41.5,19.76,50.0,53.0,32.0,53.0,2.52,5.3,35.8,18.9,187.5,86.1,25.24,97.0,5.0,8.0,4.0,5.0,142.0,284.0,314.0,75.7,53.0,5.0,7.0,50.0,32.0,39.0,11.0,8.0,80.0
9508,2017.0,25.0,1.0,1.0,78.0,76.0,2.0,1.0,13.0,252.0,140.0,392.0,1.8,125.0,77.0,42.0,17.0,25.0,12.0,8.0,6.0,0.0,18.0,66.7,32.67,21.78,49.0,64.0,43.0,46.0,2.56,3.83,39.1,26.1,187.9,89.4,27.0,142.5,4.0,3.0,4.0,11.0,168.0,224.0,283.0,72.2,64.0,20.0,8.0,49.0,43.0,58.0,5.0,8.0,66.7,232.0,188.0,420.0,1.23,91.0,84.0,59.0,25.0,17.0,10.0,6.0,16.0,0.0,26.0,38.5,42.0,16.15,40.0,63.0,29.0,63.0,2.42,6.3,41.3,15.9,187.4,85.9,24.49,95.5,8.0,4.0,5.0,5.0,175.0,251.0,291.0,69.3,63.0,12.0,11.0,40.0,29.0,80.0,8.0,6.0,60.0
9510,2017.0,26.0,1.0,0.0,58.0,125.0,-67.0,0.0,9.0,211.0,146.0,357.0,1.45,106.0,60.0,51.0,25.0,19.0,9.0,5.0,2.0,2.0,13.0,69.2,39.67,27.46,38.0,42.0,37.0,47.0,3.62,5.22,23.4,19.1,188.0,89.7,27.41,151.0,3.0,3.0,4.0,12.0,129.0,236.0,261.0,73.1,42.0,7.0,10.0,38.0,37.0,37.0,1.0,5.0,55.6,215.0,186.0,401.0,1.16,96.0,83.0,47.0,19.0,25.0,19.0,16.0,8.0,3.0,30.0,63.3,21.11,13.37,48.0,58.0,35.0,59.0,1.97,3.11,45.8,32.2,188.9,88.0,25.16,112.1,3.0,10.0,3.0,6.0,142.0,265.0,313.0,78.1,58.0,10.0,15.0,48.0,35.0,49.0,11.0,16.0,84.2
9522,2018.0,1.0,0.0,1.0,86.0,115.0,-29.0,0.0,16.0,226.0,113.0,339.0,2.0,85.0,64.0,66.0,20.0,28.0,13.0,7.0,7.0,1.0,21.0,61.9,26.08,16.14,38.0,60.0,32.0,60.0,2.86,4.62,33.3,21.7,188.3,88.5,25.49,107.4,6.0,3.0,4.0,9.0,138.0,193.0,255.0,75.2,60.0,11.0,9.0,38.0,32.0,37.0,3.0,7.0,53.8,219.0,174.0,393.0,1.26,82.0,62.0,17.0,28.0,21.0,18.0,13.0,7.0,0.0,25.0,72.0,21.83,15.72,47.0,52.0,46.0,52.0,2.08,2.89,48.1,34.6,186.5,86.5,25.66,105.4,8.0,6.0,1.0,7.0,160.0,232.0,295.0,75.1,52.0,8.0,9.0,47.0,46.0,54.0,3.0,13.0,72.2
9529,2018.0,2.0,1.0,1.0,121.0,70.0,51.0,1.0,18.0,245.0,115.0,360.0,2.13,124.0,49.0,54.0,18.0,19.0,18.0,14.0,8.0,5.0,31.0,58.1,20.0,11.61,31.0,49.0,43.0,58.0,1.87,3.22,44.8,31.0,187.4,88.0,25.24,100.9,7.0,3.0,4.0,8.0,136.0,221.0,280.0,77.8,49.0,18.0,23.0,31.0,43.0,51.0,7.0,14.0,77.8,219.0,134.0,353.0,1.63,115.0,42.0,13.0,19.0,18.0,9.0,8.0,12.0,4.0,25.0,36.0,39.22,14.12,33.0,45.0,35.0,54.0,2.16,6.0,38.9,16.7,187.3,85.1,23.24,61.9,11.0,5.0,5.0,1.0,110.0,237.0,272.0,77.1,45.0,14.0,19.0,33.0,35.0,61.0,5.0,8.0,88.9
9540,2018.0,3.0,0.0,0.0,95.0,80.0,15.0,1.0,7.0,227.0,115.0,342.0,1.97,95.0,53.0,56.0,26.0,19.0,14.0,7.0,10.0,1.0,25.0,56.0,24.43,13.68,40.0,52.0,39.0,60.0,2.4,4.29,40.0,23.3,187.2,88.1,25.49,103.1,6.0,4.0,4.0,8.0,138.0,205.0,248.0,72.5,52.0,8.0,9.0,40.0,39.0,52.0,7.0,7.0,50.0,224.0,159.0,383.0,1.41,105.0,62.0,27.0,18.0,26.0,11.0,9.0,12.0,2.0,25.0,44.0,34.82,15.32,39.0,58.0,42.0,55.0,2.2,5.0,41.8,20.0,187.5,88.2,24.58,85.2,11.0,3.0,3.0,5.0,142.0,240.0,276.0,72.1,58.0,16.0,14.0,39.0,42.0,55.0,4.0,9.0,81.8
9546,2018.0,4.0,0.0,0.0,139.0,59.0,80.0,1.0,8.0,256.0,148.0,404.0,1.73,127.0,48.0,45.0,28.0,19.0,21.0,15.0,10.0,3.0,34.0,61.8,19.24,11.88,31.0,49.0,36.0,57.0,1.68,2.71,54.4,36.8,188.0,89.3,25.74,112.1,6.0,3.0,3.0,10.0,143.0,258.0,307.0,76.0,49.0,15.0,17.0,31.0,36.0,44.0,8.0,15.0,71.4,209.0,123.0,332.0,1.7,89.0,45.0,18.0,19.0,28.0,9.0,7.0,4.0,1.0,14.0,64.3,36.89,23.71,32.0,71.0,33.0,46.0,3.29,5.11,28.3,19.6,187.6,85.7,24.33,77.8,6.0,9.0,5.0,2.0,135.0,197.0,228.0,68.7,71.0,5.0,9.0,32.0,33.0,48.0,8.0,7.0,77.8
9552,2018.0,5.0,1.0,1.0,79.0,69.0,10.0,1.0,3.0,208.0,126.0,334.0,1.65,88.0,63.0,49.0,16.0,25.0,10.0,6.0,15.0,4.0,29.0,34.5,33.4,11.52,35.0,61.0,37.0,53.0,1.83,5.3,47.2,18.9,188.0,89.5,25.66,109.5,5.0,5.0,3.0,9.0,131.0,195.0,230.0,68.9,61.0,12.0,14.0,35.0,37.0,54.0,3.0,6.0,60.0,219.0,122.0,341.0,1.8,104.0,70.0,30.0,25.0,16.0,10.0,7.0,5.0,4.0,19.0,52.6,34.1,17.95,35.0,58.0,36.0,47.0,2.47,4.7,31.9,21.3,188.4,86.3,24.74,75.2,9.0,8.0,3.0,2.0,136.0,197.0,232.0,68.0,58.0,9.0,10.0,35.0,36.0,58.0,3.0,7.0,70.0
9567,2018.0,6.0,1.0,1.0,89.0,81.0,8.0,1.0,6.0,235.0,136.0,371.0,1.73,105.0,63.0,52.0,22.0,20.0,13.0,11.0,10.0,1.0,24.0,54.2,28.54,15.46,44.0,48.0,30.0,55.0,2.29,4.23,41.8,23.6,187.9,89.0,25.66,112.5,5.0,4.0,3.0,10.0,145.0,226.0,273.0,73.6,48.0,11.0,11.0,44.0,30.0,43.0,7.0,11.0,84.6,189.0,167.0,356.0,1.13,92.0,67.0,34.0,20.0,22.0,12.0,9.0,6.0,3.0,21.0,57.1,29.67,16.95,31.0,55.0,37.0,45.0,2.14,3.75,40.0,26.7,186.6,86.4,24.8,89.3,11.0,2.0,4.0,5.0,136.0,235.0,276.0,77.5,55.0,13.0,14.0,31.0,37.0,61.0,4.0,9.0,75.0
9571,2018.0,7.0,0.0,0.0,102.0,60.0,42.0,1.0,13.0,230.0,145.0,375.0,1.59,85.0,54.0,56.0,30.0,13.0,16.0,11.0,5.0,1.0,22.0,72.7,23.44,17.05,45.0,46.0,32.0,52.0,2.36,3.25,40.4,30.8,188.0,89.2,25.58,108.4,6.0,4.0,3.0,9.0,161.0,218.0,267.0,71.2,46.0,15.0,9.0,45.0,32.0,42.0,10.0,11.0,68.8,187.0,193.0,380.0,0.97,87.0,66.0,26.0,13.0,30.0,9.0,7.0,4.0,2.0,15.0,60.0,42.22,25.33,31.0,63.0,32.0,45.0,3.0,5.0,28.9,20.0,187.5,85.0,25.66,104.3,6.0,5.0,5.0,6.0,121.0,269.0,298.0,78.4,63.0,10.0,10.0,31.0,32.0,62.0,6.0,7.0,77.8
9578,2018.0,8.0,1.0,1.0,86.0,61.0,25.0,1.0,9.0,228.0,144.0,372.0,1.58,91.0,74.0,36.0,20.0,16.0,12.0,9.0,12.0,2.0,26.0,46.2,31.0,14.31,40.0,49.0,40.0,55.0,2.12,4.58,43.6,21.8,188.0,88.1,25.41,100.2,8.0,3.0,3.0,8.0,152.0,214.0,260.0,69.9,49.0,18.0,12.0,40.0,40.0,61.0,0.0,9.0,75.0,194.0,166.0,360.0,1.17,61.0,75.0,59.0,16.0,20.0,8.0,5.0,8.0,5.0,21.0,38.1,45.0,17.14,45.0,60.0,40.0,53.0,2.52,6.62,30.2,15.1,190.2,88.2,25.33,89.0,8.0,6.0,4.0,4.0,160.0,198.0,249.0,69.2,60.0,13.0,6.0,45.0,40.0,58.0,7.0,5.0,62.5
9594,2018.0,9.0,0.0,0.0,130.0,83.0,47.0,1.0,14.0,228.0,123.0,351.0,1.85,111.0,53.0,50.0,21.0,10.0,20.0,13.0,8.0,2.0,30.0,66.7,17.55,11.7,33.0,45.0,40.0,45.0,1.5,2.25,62.2,44.4,188.0,89.3,25.91,112.4,5.0,5.0,3.0,9.0,135.0,213.0,262.0,74.6,45.0,16.0,19.0,33.0,40.0,42.0,4.0,13.0,65.0,170.0,126.0,296.0,1.35,64.0,42.0,23.0,10.0,21.0,12.0,9.0,8.0,3.0,23.0,52.2,24.67,12.87,35.0,54.0,22.0,58.0,2.52,4.83,34.5,20.7,186.5,86.5,26.0,106.5,7.0,5.0,3.0,7.0,132.0,172.0,203.0,68.6,54.0,13.0,11.0,35.0,22.0,45.0,7.0,9.0,75.0
9600,2018.0,10.0,1.0,1.0,75.0,60.0,15.0,1.0,10.0,220.0,137.0,357.0,1.61,106.0,63.0,52.0,19.0,23.0,11.0,7.0,4.0,5.0,20.0,55.0,32.45,17.85,43.0,61.0,35.0,46.0,2.3,4.18,32.6,23.9,188.0,89.3,25.91,113.4,5.0,5.0,3.0,9.0,151.0,210.0,255.0,71.4,61.0,14.0,10.0,43.0,35.0,52.0,4.0,7.0,63.6,224.0,139.0,363.0,1.61,99.0,76.0,34.0,23.0,19.0,9.0,8.0,5.0,1.0,15.0,60.0,40.33,24.2,33.0,51.0,31.0,48.0,3.2,5.33,29.2,18.8,187.2,87.1,26.58,118.8,5.0,5.0,2.0,10.0,129.0,233.0,265.0,73.0,51.0,7.0,7.0,33.0,31.0,64.0,4.0,8.0,88.9
9608,2018.0,11.0,0.0,0.0,101.0,88.0,13.0,1.0,15.0,230.0,126.0,356.0,1.83,125.0,53.0,38.0,25.0,12.0,16.0,10.0,5.0,0.0,21.0,76.2,22.25,16.95,33.0,41.0,32.0,44.0,2.1,2.75,47.7,36.4,188.3,89.5,25.66,107.8,6.0,5.0,3.0,8.0,141.0,213.0,268.0,75.3,41.0,18.0,11.0,33.0,32.0,43.0,3.0,10.0,62.5,208.0,210.0,418.0,0.99,98.0,68.0,32.0,12.0,25.0,14.0,10.0,2.0,2.0,18.0,77.8,29.86,23.22,40.0,61.0,26.0,48.0,2.67,3.43,33.3,29.2,186.4,85.8,23.66,62.9,10.0,7.0,3.0,2.0,143.0,283.0,318.0,76.1,61.0,12.0,6.0,40.0,26.0,45.0,9.0,10.0,71.4
9620,2018.0,13.0,1.0,0.0,57.0,72.0,-15.0,0.0,16.0,207.0,126.0,333.0,1.64,80.0,57.0,48.0,27.0,27.0,7.0,4.0,11.0,4.0,22.0,31.8,47.57,15.14,36.0,59.0,32.0,63.0,2.86,9.0,28.6,11.1,187.6,88.0,25.58,110.3,6.0,4.0,3.0,9.0,150.0,187.0,235.0,70.6,59.0,12.0,5.0,36.0,32.0,52.0,5.0,4.0,57.1,219.0,191.0,410.0,1.15,92.0,61.0,17.0,27.0,27.0,10.0,9.0,10.0,2.0,22.0,45.5,41.0,18.64,24.0,56.0,55.0,52.0,2.36,5.2,38.5,19.2,186.5,85.9,25.33,110.1,6.0,6.0,3.0,7.0,162.0,248.0,303.0,73.9,56.0,16.0,11.0,24.0,55.0,47.0,3.0,9.0,90.0
9625,2018.0,14.0,0.0,1.0,52.0,80.0,-28.0,0.0,5.0,203.0,116.0,319.0,1.75,87.0,65.0,49.0,33.0,17.0,6.0,5.0,13.0,3.0,22.0,27.3,53.17,14.5,32.0,48.0,30.0,59.0,2.68,9.83,32.2,10.2,187.5,87.7,26.0,110.1,6.0,4.0,3.0,9.0,127.0,195.0,239.0,74.9,48.0,8.0,9.0,32.0,30.0,51.0,3.0,5.0,83.3,241.0,151.0,392.0,1.6,121.0,61.0,30.0,17.0,33.0,12.0,8.0,6.0,2.0,20.0,60.0,32.67,19.6,40.0,66.0,48.0,45.0,2.25,3.75,40.0,26.7,186.1,86.6,25.58,91.0,6.0,6.0,7.0,3.0,143.0,250.0,303.0,77.3,66.0,13.0,12.0,40.0,48.0,34.0,14.0,8.0,66.7
9634,2018.0,15.0,1.0,0.0,78.0,88.0,-10.0,0.0,1.0,216.0,119.0,335.0,1.82,89.0,81.0,47.0,20.0,18.0,12.0,10.0,3.0,3.0,18.0,66.7,27.92,18.61,34.0,50.0,46.0,34.0,1.89,2.83,44.1,35.3,187.6,87.9,25.58,101.1,7.0,4.0,3.0,8.0,134.0,200.0,251.0,74.9,50.0,10.0,8.0,34.0,46.0,56.0,4.0,10.0,83.3,215.0,150.0,365.0,1.43,79.0,53.0,40.0,18.0,20.0,12.0,7.0,14.0,2.0,28.0,42.9,30.42,13.04,44.0,56.0,20.0,66.0,2.36,5.5,39.4,18.2,187.8,88.6,25.66,102.7,7.0,5.0,3.0,7.0,163.0,203.0,263.0,72.1,56.0,18.0,8.0,44.0,20.0,44.0,4.0,7.0,58.3
9648,2018.0,16.0,0.0,0.0,86.0,75.0,11.0,1.0,9.0,220.0,120.0,340.0,1.83,106.0,60.0,58.0,19.0,17.0,13.0,10.0,6.0,2.0,21.0,61.9,26.15,16.19,43.0,37.0,37.0,49.0,2.33,3.77,38.8,26.5,188.0,88.2,25.49,102.9,7.0,4.0,3.0,8.0,136.0,207.0,246.0,72.4,37.0,14.0,11.0,43.0,37.0,59.0,9.0,10.0,76.9,190.0,182.0,372.0,1.04,79.0,63.0,29.0,17.0,19.0,10.0,8.0,13.0,2.0,25.0,40.0,37.2,14.88,33.0,40.0,36.0,52.0,2.08,5.2,44.2,19.2,189.6,87.4,25.0,91.3,8.0,5.0,5.0,4.0,140.0,232.0,290.0,78.0,40.0,19.0,11.0,33.0,36.0,51.0,7.0,8.0,80.0
