"round.year","round.roundNumber","match.homeTeam.name","match.awayTeam.name","venue.name"
"2019",19,"Western Bulldogs","Fremantle","Marvel Stadium"
"2019",19,"Sydney Swans","Geelong Cats","SCG"
"2019",19,"Gold Coast Suns","Essendon","Metricon Stadium"
"2019",20,"North Melbourne","Hawthorn","Marvel Stadium"
"2019",20,"Essendon","Port Adelaide","Marvel Stadium"
"2019",20,"GWS Giants","Sydney Swans","GIANTS Stadium"
"2019",20,"Fremantle","Geelong Cats","Optus Stadium"
"2019",20,"Melbourne","Richmond","MCG"
"2019",20,"Adelaide Crows","St Kilda","Adelaide Oval"
"2019",20,"Collingwood","Gold Coast Suns","MCG"
"2019",20,"Carlton","West Coast Eagles","Marvel Stadium"
"2019",20,"Brisbane Lions","Western Bulldogs","Gabba"
"2019",21,"GWS Giants","Hawthorn","Manuka Oval"
"2019",21,"Melbourne","Collingwood","MCG"
"2019",21,"Port Adelaide","Sydney Swans","Adelaide Oval"
"2019",21,"Brisbane Lions","Gold Coast Suns","Gabba"
"2019",21,"Essendon","Western Bulldogs","Marvel Stadium"
"2019",21,"Geelong Cats","North Melbourne","GMHBA Stadium"
"2019",21,"St Kilda","Fremantle","Marvel Stadium"
"2019",21,"Richmond","Carlton","MCG"
"2019",21,"West Coast Eagles","Adelaide Crows","Optus Stadium"
"2019",22,"Melbourne","Sydney Swans","MCG"
"2019",22,"Carlton","St Kilda","MCG"
"2019",22,"Brisbane Lions","Geelong Cats","Gabba"
"2019",22,"Adelaide Crows","Collingwood","Adelaide Oval"
"2019",22,"North Melbourne","Port Adelaide","Marvel Stadium"
"2019",22,"Fremantle","Essendon","Optus Stadium"
"2019",22,"Richmond","West Coast Eagles","MCG"
"2019",22,"GWS Giants","Western Bulldogs","GIANTS Stadium"
"2019",22,"Hawthorn","Gold Coast Suns","Marvel Stadium"
"2019",23,"Collingwood","Essendon","MCG"
"2019",23,"Sydney Swans","St Kilda","SCG"
"2019",23,"North Melbourne","Melbourne","Blundstone Arena"
"2019",23,"Geelong Cats","Carlton","GMHBA Stadium"
"2019",23,"Gold Coast Suns","GWS Giants","Metricon Stadium"
"2019",23,"West Coast Eagles","Hawthorn","Optus Stadium"
"2019",23,"Western Bulldogs","Adelaide Crows","Mars Stadium"
"2019",23,"Richmond","Brisbane Lions","MCG"
"2019",23,"Port Adelaide","Fremantle","Adelaide Oval"
"2019",24,"West Coast Eagles","Essendon","Optus Stadium"
"2019",24,"Geelong Cats","Collingwood","MCG"
"2019",24,"GWS Giants","Western Bulldogs","GIANTS Stadium"
"2019",24,"Brisbane Lions","Richmond","Gabba"
"2019",25,"Geelong Cats","West Coast Eagles","MCG"
"2019",25,"Brisbane Lions","GWS Giants","Gabba"
"2019",26,"Richmond","Geelong Cats","MCG"
"2019",26,"Collingwood","GWS Giants","MCG"
"2019",27,"Richmond","GWS Giants","MCG"
"2020",1,"Richmond","Carlton","MCG"
"2020",1,"Western Bulldogs","Collingwood","Marvel Stadium"
"2020",1,"Essendon","Fremantle","Marvel Stadium"
"2020",1,"Adelaide Crows","Sydney Swans","Adelaide Oval"
"2020",1,"GWS Giants","Geelong Cats","GIANTS Stadium"
"2020",1,"Gold Coast Suns","Port Adelaide","Metricon Stadium"
"2020",1,"North Melbourne","St Kilda","Marvel Stadium"
"2020",1,"Hawthorn","Brisbane Lions","MCG"
"2020",1,"West Coast Eagles","Melbourne","Optus Stadium"
"2020",2,"Collingwood","Richmond","MCG"
"2020",2,"Geelong Cats","Hawthorn","GMHBA Stadium"
"2020",2,"Brisbane Lions","Fremantle","Gabba"
"2020",2,"Carlton","Melbourne","Marvel Stadium"
"2020",2,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2020",2,"Gold Coast Suns","West Coast Eagles","Metricon Stadium"
"2020",2,"GWS Giants","North Melbourne","GIANTS Stadium"
"2020",2,"Sydney Swans","Essendon","SCG"
"2020",2,"St Kilda","Western Bulldogs","Marvel Stadium"
"2020",3,"Richmond","Hawthorn","MCG"
"2020",3,"Western Bulldogs","GWS Giants","Marvel Stadium"
"2020",3,"North Melbourne","Sydney Swans","Marvel Stadium"
"2020",3,"Collingwood","St Kilda","MCG"
"2020",3,"Geelong Cats","Carlton","GMHBA Stadium"
"2020",3,"Brisbane Lions","West Coast Eagles","Gabba"
"2020",3,"Gold Coast Suns","Adelaide Crows","Metricon Stadium"
"2020",3,"Fremantle","Port Adelaide","Metricon Stadium"
"2020",4,"Sydney Swans","Western Bulldogs","SCG"
"2020",4,"GWS Giants","Collingwood","GIANTS Stadium"
"2020",4,"Port Adelaide","West Coast Eagles","Metricon Stadium"
"2020",4,"St Kilda","Richmond","Marvel Stadium"
"2020",4,"Essendon","Carlton","MCG"
"2020",4,"Gold Coast Suns","Fremantle","Metricon Stadium"
"2020",4,"Brisbane Lions","Adelaide Crows","Gabba"
"2020",4,"Melbourne","Geelong Cats","MCG"
"2020",4,"Hawthorn","North Melbourne","Marvel Stadium"
"2020",5,"Carlton","St Kilda","Marvel Stadium"
"2020",5,"Collingwood","Essendon","MCG"
"2020",5,"West Coast Eagles","Sydney Swans","Metricon Stadium"
"2020",5,"Geelong Cats","Gold Coast Suns","GMHBA Stadium"
"2020",5,"Western Bulldogs","North Melbourne","Marvel Stadium"
"2020",5,"Brisbane Lions","Port Adelaide","Gabba"
"2020",5,"Adelaide Crows","Fremantle","Metricon Stadium"
"2020",5,"Melbourne","Richmond","MCG"
"2020",5,"GWS Giants","Hawthorn","GIANTS Stadium"
"2020",6,"Geelong Cats","Brisbane Lions","SCG"
"2020",6,"Collingwood","Hawthorn","GIANTS Stadium"
"2020",6,"Fremantle","St Kilda","Metricon Stadium"
"2020",6,"West Coast Eagles","Adelaide Crows","Gabba"
"2020",6,"Melbourne","Gold Coast Suns","GIANTS Stadium"
"2020",6,"Essendon","North Melbourne","Metricon Stadium"
"2020",6,"Port Adelaide","GWS Giants","Metricon Stadium"
"2020",6,"Richmond","Sydney Swans","Gabba"
"2020",6,"Carlton","Western Bulldogs","Metricon Stadium"
"2020",7,"Geelong Cats","Collingwood","Optus Stadium"
"2020",7,"Essendon","Western Bulldogs","Metricon Stadium"
"2020",7,"GWS Giants","Brisbane Lions","GIANTS Stadium"
"2020",7,"Sydney Swans","Gold Coast Suns","SCG"
"2020",7,"Richmond","North Melbourne","Metricon Stadium"
"2020",7,"Carlton","Port Adelaide","Gabba"
"2020",7,"Hawthorn","Melbourne","GIANTS Stadium"
"2020",7,"Fremantle","West Coast Eagles","Optus Stadium"
"2020",7,"Adelaide Crows","St Kilda","Adelaide Oval"
"2020",8,"Gold Coast Suns","Western Bulldogs","Metricon Stadium"
"2020",8,"GWS Giants","Richmond","GIANTS Stadium"
"2020",8,"North Melbourne","Carlton","Gabba"
"2020",8,"Sydney Swans","Hawthorn","SCG"
"2020",8,"Port Adelaide","St Kilda","Adelaide Oval"
"2020",8,"Adelaide Crows","Essendon","Adelaide Oval"
"2020",8,"West Coast Eagles","Collingwood","Optus Stadium"
"2020",8,"Melbourne","Brisbane Lions","Metricon Stadium"
"2020",8,"Fremantle","Geelong Cats","Optus Stadium"
"2020",9,"Western Bulldogs","Richmond","Metricon Stadium"
"2020",9,"Melbourne","Port Adelaide","Gabba"
"2020",9,"Carlton","Hawthorn","Optus Stadium"
"2020",9,"Essendon","Brisbane Lions","Metricon Stadium"
"2020",9,"North Melbourne","Adelaide Crows","Metricon Stadium"
"2020",9,"St Kilda","Sydney Swans","Gabba"
"2020",9,"West Coast Eagles","Geelong Cats","Optus Stadium"
"2020",9,"Gold Coast Suns","GWS Giants","Metricon Stadium"
"2020",9,"Fremantle","Collingwood","Optus Stadium"
"2020",10,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2020",10,"Richmond","Brisbane Lions","Metricon Stadium"
"2020",10,"Geelong Cats","North Melbourne","Gabba"
"2020",10,"Adelaide Crows","Melbourne","Adelaide Oval"
"2020",10,"Collingwood","Sydney Swans","Gabba"
"2020",10,"Gold Coast Suns","St Kilda","Metricon Stadium"
"2020",10,"Essendon","GWS Giants","Metricon Stadium"
"2020",11,"Port Adelaide","Richmond","Adelaide Oval"
"2020",11,"Brisbane Lions","Western Bulldogs","Gabba"
"2020",11,"West Coast Eagles","Carlton","Optus Stadium"
"2020",11,"Melbourne","North Melbourne","Adelaide Oval"
"2020",11,"St Kilda","Geelong Cats","Gabba"
"2020",11,"Fremantle","Hawthorn","Optus Stadium"
"2020",11,"Adelaide Crows","Collingwood","Adelaide Oval"
"2020",11,"Gold Coast Suns","Essendon","Metricon Stadium"
"2020",12,"Sydney Swans","GWS Giants","Optus Stadium"
"2020",12,"Geelong Cats","Port Adelaide","Metricon Stadium"
"2020",12,"North Melbourne","Brisbane Lions","Metricon Stadium"
"2020",12,"Melbourne","Collingwood","Gabba"
"2020",12,"Fremantle","Carlton","Optus Stadium"
"2020",12,"Western Bulldogs","Adelaide Crows","Metricon Stadium"
"2020",12,"St Kilda","Essendon","Gabba"
"2020",12,"West Coast Eagles","Hawthorn","Optus Stadium"
"2020",12,"Richmond","Gold Coast Suns","Gabba"
"2020",13,"Gold Coast Suns","Carlton","TIO Stadium"
"2020",13,"Western Bulldogs","Melbourne","Metricon Stadium"
"2020",13,"Port Adelaide","Hawthorn","Adelaide Oval"
"2020",13,"Essendon","Richmond","TIO Stadium"
"2020",13,"Fremantle","Sydney Swans","Optus Stadium"
"2020",13,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2020",13,"Brisbane Lions","St Kilda","Gabba"
"2020",13,"West Coast Eagles","GWS Giants","Optus Stadium"
"2020",13,"Collingwood","North Melbourne","Gabba"
"2020",14,"Hawthorn","Essendon","Adelaide Oval"
"2020",14,"Richmond","West Coast Eagles","Metricon Stadium"
"2020",14,"Western Bulldogs","Geelong Cats","Metricon Stadium"
"2020",14,"Port Adelaide","Sydney Swans","Adelaide Oval"
"2020",14,"Fremantle","GWS Giants","Optus Stadium"
"2020",14,"Melbourne","St Kilda","TIO Traeger Park"
"2020",14,"Carlton","Collingwood","Gabba"
"2020",14,"Gold Coast Suns","North Melbourne","Metricon Stadium"
"2020",15,"Hawthorn","Adelaide Crows","Adelaide Oval"
"2020",15,"West Coast Eagles","Essendon","Gabba"
"2020",15,"Richmond","Fremantle","Metricon Stadium"
"2020",15,"Sydney Swans","Melbourne","Cazalys Stadium"
"2020",15,"GWS Giants","Carlton","Metricon Stadium"
"2020",15,"Brisbane Lions","Collingwood","Gabba"
"2020",16,"North Melbourne","Port Adelaide","Metricon Stadium"
"2020",16,"St Kilda","Hawthorn","Metricon Stadium"
"2020",16,"Geelong Cats","Essendon","Gabba"
"2020",16,"Western Bulldogs","West Coast Eagles","Metricon Stadium"
"2020",16,"Melbourne","Fremantle","Cazalys Stadium"
"2020",16,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2020",16,"Carlton","Sydney Swans","Metricon Stadium"
"2020",16,"Brisbane Lions","Gold Coast Suns","Gabba"
"2020",17,"St Kilda","West Coast Eagles","Gabba"
"2020",17,"Geelong Cats","Richmond","Metricon Stadium"
"2020",17,"North Melbourne","Fremantle","Metricon Stadium"
"2020",17,"Port Adelaide","Essendon","Adelaide Oval"
"2020",17,"GWS Giants","Melbourne","Gabba"
"2020",17,"Carlton","Adelaide Crows","Metricon Stadium"
"2020",17,"Hawthorn","Western Bulldogs","Adelaide Oval"
"2020",17,"Sydney Swans","Brisbane Lions","Cazalys Stadium"
"2020",17,"Collingwood","Gold Coast Suns","Gabba"
"2020",18,"North Melbourne","West Coast Eagles","Metricon Stadium"
"2020",18,"St Kilda","GWS Giants","Gabba"
"2020",18,"Essendon","Melbourne","Metricon Stadium"
"2020",18,"Adelaide Crows","Richmond","Adelaide Oval"
"2020",18,"Brisbane Lions","Carlton","Gabba"
"2020",18,"Hawthorn","Gold Coast Suns","Adelaide Oval"
"2020",18,"Sydney Swans","Geelong Cats","Metricon Stadium"
"2020",18,"Fremantle","Western Bulldogs","Cazalys Stadium"
"2020",18,"Collingwood","Port Adelaide","Gabba"
"2020",19,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2020",19,"Brisbane Lions","Richmond","Gabba"
"2020",19,"St Kilda","Western Bulldogs","Gabba"
"2020",19,"West Coast Eagles","Collingwood","Optus Stadium"
"2020",20,"Richmond","St Kilda","Metricon Stadium"
"2020",20,"Geelong Cats","Collingwood","Gabba"
"2020",21,"Port Adelaide","Richmond","Adelaide Oval"
"2020",21,"Brisbane Lions","Geelong Cats","Gabba"
"2020",22,"Richmond","Geelong Cats","Gabba"
"2021",1,"Richmond","Carlton","MCG"
"2021",1,"Collingwood","Western Bulldogs","MCG"
"2021",1,"Melbourne","Fremantle","MCG"
"2021",1,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2021",1,"Essendon","Hawthorn","Marvel Stadium"
"2021",1,"Brisbane Lions","Sydney Swans","Gabba"
"2021",1,"North Melbourne","Port Adelaide","Marvel Stadium"
"2021",1,"GWS Giants","St Kilda","GIANTS Stadium"
"2021",1,"West Coast Eagles","Gold Coast Suns","Optus Stadium"
"2021",2,"Carlton","Collingwood","MCG"
"2021",2,"Geelong Cats","Brisbane Lions","GMHBA Stadium"
"2021",2,"Sydney Swans","Adelaide Crows","SCG"
"2021",2,"Port Adelaide","Essendon","Adelaide Oval"
"2021",2,"St Kilda","Melbourne","Marvel Stadium"
"2021",2,"Gold Coast Suns","North Melbourne","Metricon Stadium"
"2021",2,"Hawthorn","Richmond","MCG"
"2021",2,"Western Bulldogs","West Coast Eagles","Marvel Stadium"
"2021",2,"Fremantle","GWS Giants","Optus Stadium"
"2021",3,"Collingwood","Brisbane Lions","Marvel Stadium"
"2021",3,"North Melbourne","Western Bulldogs","Marvel Stadium"
"2021",3,"Adelaide Crows","Gold Coast Suns","Adelaide Oval"
"2021",3,"Richmond","Sydney Swans","MCG"
"2021",3,"Essendon","St Kilda","Marvel Stadium"
"2021",3,"West Coast Eagles","Port Adelaide","Optus Stadium"
"2021",3,"Carlton","Fremantle","Marvel Stadium"
"2021",3,"GWS Giants","Melbourne","Manuka Oval"
"2021",3,"Geelong Cats","Hawthorn","MCG"
"2021",4,"Sydney Swans","Essendon","SCG"
"2021",4,"Port Adelaide","Richmond","Adelaide Oval"
"2021",4,"Western Bulldogs","Brisbane Lions","Mars Stadium"
"2021",4,"St Kilda","West Coast Eagles","Marvel Stadium"
"2021",4,"Gold Coast Suns","Carlton","Metricon Stadium"
"2021",4,"Collingwood","GWS Giants","MCG"
"2021",4,"North Melbourne","Adelaide Crows","Marvel Stadium"
"2021",4,"Melbourne","Geelong Cats","MCG"
"2021",4,"Fremantle","Hawthorn","Optus Stadium"
"2021",5,"St Kilda","Richmond","Marvel Stadium"
"2021",5,"West Coast Eagles","Collingwood","Optus Stadium"
"2021",5,"Western Bulldogs","Gold Coast Suns","Marvel Stadium"
"2021",5,"Sydney Swans","GWS Giants","SCG"
"2021",5,"Carlton","Port Adelaide","MCG"
"2021",5,"Brisbane Lions","Essendon","Gabba"
"2021",5,"Adelaide Crows","Fremantle","Adelaide Oval"
"2021",5,"Hawthorn","Melbourne","MCG"
"2021",5,"Geelong Cats","North Melbourne","GMHBA Stadium"
"2021",6,"GWS Giants","Western Bulldogs","Manuka Oval"
"2021",6,"Geelong Cats","West Coast Eagles","GMHBA Stadium"
"2021",6,"Gold Coast Suns","Sydney Swans","Metricon Stadium"
"2021",6,"Carlton","Brisbane Lions","Marvel Stadium"
"2021",6,"Melbourne","Richmond","MCG"
"2021",6,"Fremantle","North Melbourne","Optus Stadium"
"2021",6,"Hawthorn","Adelaide Crows","University of Tasmania Stadium"
"2021",6,"Collingwood","Essendon","MCG"
"2021",6,"Port Adelaide","St Kilda","Adelaide Oval"
"2021",7,"Richmond","Western Bulldogs","MCG"
"2021",7,"Collingwood","Gold Coast Suns","MCG"
"2021",7,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2021",7,"St Kilda","Hawthorn","Marvel Stadium"
"2021",7,"Brisbane Lions","Port Adelaide","Gabba"
"2021",7,"Sydney Swans","Geelong Cats","SCG"
"2021",7,"North Melbourne","Melbourne","Blundstone Arena"
"2021",7,"Essendon","Carlton","MCG"
"2021",7,"West Coast Eagles","Fremantle","Optus Stadium"
"2021",8,"Richmond","Geelong Cats","MCG"
"2021",8,"Gold Coast Suns","St Kilda","Metricon Stadium"
"2021",8,"GWS Giants","Essendon","GIANTS Stadium"
"2021",8,"North Melbourne","Collingwood","Marvel Stadium"
"2021",8,"Melbourne","Sydney Swans","MCG"
"2021",8,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2021",8,"Hawthorn","West Coast Eagles","MCG"
"2021",8,"Western Bulldogs","Carlton","Marvel Stadium"
"2021",8,"Brisbane Lions","Fremantle","Gabba"
"2021",9,"St Kilda","Geelong Cats","Marvel Stadium"
"2021",9,"Sydney Swans","Collingwood","SCG"
"2021",9,"Hawthorn","North Melbourne","University of Tasmania Stadium"
"2021",9,"Gold Coast Suns","Brisbane Lions","Metricon Stadium"
"2021",9,"Richmond","GWS Giants","Marvel Stadium"
"2021",9,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2021",9,"Essendon","Fremantle","Marvel Stadium"
"2021",9,"Melbourne","Carlton","MCG"
"2021",9,"West Coast Eagles","Adelaide Crows","Optus Stadium"
"2021",10,"Brisbane Lions","Richmond","Gabba"
"2021",10,"Carlton","Hawthorn","MCG"
"2021",10,"Geelong Cats","Gold Coast Suns","GMHBA Stadium"
"2021",10,"Adelaide Crows","Melbourne","Adelaide Oval"
"2021",10,"Western Bulldogs","St Kilda","Marvel Stadium"
"2021",10,"Fremantle","Sydney Swans","Optus Stadium"
"2021",10,"GWS Giants","West Coast Eagles","GIANTS Stadium"
"2021",10,"Collingwood","Port Adelaide","MCG"
"2021",10,"Essendon","North Melbourne","Marvel Stadium"
"2021",11,"Western Bulldogs","Melbourne","Marvel Stadium"
"2021",11,"Collingwood","Geelong Cats","MCG"
"2021",11,"Brisbane Lions","GWS Giants","Gabba"
"2021",11,"St Kilda","North Melbourne","Marvel Stadium"
"2021",11,"Gold Coast Suns","Hawthorn","SCG"
"2021",11,"West Coast Eagles","Essendon","Optus Stadium"
"2021",11,"Richmond","Adelaide Crows","GIANTS Stadium"
"2021",11,"Sydney Swans","Carlton","SCG"
"2021",11,"Port Adelaide","Fremantle","Adelaide Oval"
"2021",12,"Melbourne","Brisbane Lions","GIANTS Stadium"
"2021",12,"Sydney Swans","St Kilda","SCG"
"2021",12,"Adelaide Crows","Collingwood","Adelaide Oval"
"2021",12,"Essendon","Richmond","Optus Stadium"
"2021",12,"Carlton","West Coast Eagles","SCG"
"2021",12,"Fremantle","Western Bulldogs","Optus Stadium"
"2021",13,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2021",13,"Sydney Swans","Hawthorn","SCG"
"2021",13,"Fremantle","Gold Coast Suns","Optus Stadium"
"2021",13,"St Kilda","Adelaide Crows","Cazalys Stadium"
"2021",13,"North Melbourne","GWS Giants","Blundstone Arena"
"2021",13,"West Coast Eagles","Richmond","Optus Stadium"
"2021",13,"Melbourne","Collingwood","SCG"
"2021",14,"Geelong Cats","Western Bulldogs","GMHBA Stadium"
"2021",14,"Gold Coast Suns","Port Adelaide","Metricon Stadium"
"2021",14,"North Melbourne","Brisbane Lions","Blundstone Arena"
"2021",14,"GWS Giants","Carlton","GIANTS Stadium"
"2021",14,"Hawthorn","Essendon","University of Tasmania Stadium"
"2021",15,"Brisbane Lions","Geelong Cats","Gabba"
"2021",15,"Richmond","St Kilda","MCG"
"2021",15,"Collingwood","Fremantle","Marvel Stadium"
"2021",15,"North Melbourne","Gold Coast Suns","Blundstone Arena"
"2021",15,"Port Adelaide","Sydney Swans","Adelaide Oval"
"2021",15,"Essendon","Melbourne","MCG"
"2021",15,"GWS Giants","Hawthorn","MCG"
"2021",15,"West Coast Eagles","Western Bulldogs","Optus Stadium"
"2021",15,"Carlton","Adelaide Crows","Marvel Stadium"
"2021",16,"Gold Coast Suns","Richmond","Marvel Stadium"
"2021",16,"Geelong Cats","Essendon","GMHBA Stadium"
"2021",16,"Melbourne","GWS Giants","MCG"
"2021",16,"Adelaide Crows","Brisbane Lions","Adelaide Oval"
"2021",16,"Fremantle","Carlton","MCG"
"2021",16,"Hawthorn","Port Adelaide","Marvel Stadium"
"2021",16,"Sydney Swans","West Coast Eagles","GMHBA Stadium"
"2021",16,"Collingwood","St Kilda","MCG"
"2021",16,"Western Bulldogs","North Melbourne","Marvel Stadium"
"2021",17,"Port Adelaide","Melbourne","Adelaide Oval"
"2021",17,"Essendon","Adelaide Crows","Marvel Stadium"
"2021",17,"Hawthorn","Fremantle","University of Tasmania Stadium"
"2021",17,"Carlton","Geelong Cats","MCG"
"2021",17,"Brisbane Lions","St Kilda","Metricon Stadium"
"2021",17,"GWS Giants","Gold Coast Suns","Mars Stadium"
"2021",17,"Western Bulldogs","Sydney Swans","Marvel Stadium"
"2021",17,"Richmond","Collingwood","MCG"
"2021",17,"West Coast Eagles","North Melbourne","Optus Stadium"
"2021",18,"Fremantle","Geelong Cats","Optus Stadium"
"2021",18,"Richmond","Brisbane Lions","Metricon Stadium"
"2021",18,"St Kilda","Port Adelaide","Marvel Stadium"
"2021",18,"Gold Coast Suns","Western Bulldogs","Metricon Stadium"
"2021",18,"Melbourne","Hawthorn","MCG"
"2021",18,"North Melbourne","Essendon","Metricon Stadium"
"2021",18,"Collingwood","Carlton","MCG"
"2021",18,"Adelaide Crows","West Coast Eagles","Adelaide Oval"
"2021",18,"GWS Giants","Sydney Swans","Metricon Stadium"
"2021",19,"Port Adelaide","Collingwood","Marvel Stadium"
"2021",19,"Carlton","North Melbourne","Marvel Stadium"
"2021",19,"Brisbane Lions","Gold Coast Suns","Gabba"
"2021",19,"West Coast Eagles","St Kilda","Optus Stadium"
"2021",19,"Melbourne","Western Bulldogs","MCG"
"2021",19,"Adelaide Crows","Hawthorn","Marvel Stadium"
"2021",19,"Sydney Swans","Fremantle","Metricon Stadium"
"2021",19,"Geelong Cats","Richmond","MCG"
"2021",19,"Essendon","GWS Giants","Metricon Stadium"
"2021",20,"St Kilda","Carlton","Marvel Stadium"
"2021",20,"Western Bulldogs","Adelaide Crows","Mars Stadium"
"2021",20,"North Melbourne","Geelong Cats","Blundstone Arena"
"2021",20,"Collingwood","West Coast Eagles","MCG"
"2021",20,"Gold Coast Suns","Melbourne","Marvel Stadium"
"2021",20,"Hawthorn","Brisbane Lions","University of Tasmania Stadium"
"2021",20,"Essendon","Sydney Swans","MCG"
"2021",20,"Fremantle","Richmond","Optus Stadium"
"2021",20,"GWS Giants","Port Adelaide","Marvel Stadium"
"2021",21,"Geelong Cats","GWS Giants","GMHBA Stadium"
"2021",21,"Carlton","Gold Coast Suns","Marvel Stadium"
"2021",21,"Richmond","North Melbourne","MCG"
"2021",21,"Adelaide Crows","Port Adelaide","Adelaide Oval"
"2021",21,"St Kilda","Sydney Swans","Marvel Stadium"
"2021",21,"Hawthorn","Collingwood","MCG"
"2021",21,"Western Bulldogs","Essendon","Marvel Stadium"
"2021",21,"Fremantle","Brisbane Lions","Optus Stadium"
"2021",21,"West Coast Eagles","Melbourne","Optus Stadium"
"2021",22,"GWS Giants","Richmond","Marvel Stadium"
"2021",22,"Hawthorn","Western Bulldogs","University of Tasmania Stadium"
"2021",22,"Geelong Cats","St Kilda","GMHBA Stadium"
"2021",22,"Port Adelaide","Carlton","Adelaide Oval"
"2021",22,"Brisbane Lions","Collingwood","Gabba"
"2021",22,"North Melbourne","Sydney Swans","Marvel Stadium"
"2021",22,"Melbourne","Adelaide Crows","MCG"
"2021",22,"Gold Coast Suns","Essendon","GMHBA Stadium"
"2021",22,"Fremantle","West Coast Eagles","Optus Stadium"
"2021",23,"Western Bulldogs","Port Adelaide","Marvel Stadium"
"2021",23,"Richmond","Hawthorn","MCG"
"2021",23,"Sydney Swans","Gold Coast Suns","Marvel Stadium"
"2021",23,"Brisbane Lions","West Coast Eagles","Gabba"
"2021",23,"Geelong Cats","Melbourne","GMHBA Stadium"
"2021",23,"Carlton","GWS Giants","Marvel Stadium"
"2021",23,"St Kilda","Fremantle","Blundstone Arena"
"2021",23,"Essendon","Collingwood","MCG"
"2021",23,"Adelaide Crows","North Melbourne","Adelaide Oval"
"2021",24,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2021",24,"Sydney Swans","GWS Giants","University of Tasmania Stadium"
"2021",24,"Melbourne","Brisbane Lions","Adelaide Oval"
"2021",24,"Western Bulldogs","Essendon","University of Tasmania Stadium"
"2021",25,"Geelong Cats","GWS Giants","Optus Stadium"
"2021",25,"Brisbane Lions","Western Bulldogs","Gabba"
"2021",26,"Melbourne","Geelong Cats","Optus Stadium"
"2021",26,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2021",27,"Melbourne","Western Bulldogs","Optus Stadium"
"2022",1,"Melbourne","Western Bulldogs","MCG"
"2022",1,"Carlton","Richmond","MCG"
"2022",1,"St Kilda","Collingwood","Marvel Stadium"
"2022",1,"Geelong Cats","Essendon","MCG"
"2022",1,"GWS Giants","Sydney Swans","Accor Stadium"
"2022",1,"Brisbane Lions","Port Adelaide","Gabba"
"2022",1,"Hawthorn","North Melbourne","MCG"
"2022",1,"Adelaide Crows","Fremantle","Adelaide Oval"
"2022",1,"West Coast Eagles","Gold Coast Suns","Optus Stadium"
"2022",2,"Western Bulldogs","Carlton","Marvel Stadium"
"2022",2,"Sydney Swans","Geelong Cats","SCG"
"2022",2,"Collingwood","Adelaide Crows","MCG"
"2022",2,"Essendon","Brisbane Lions","Marvel Stadium"
"2022",2,"Port Adelaide","Hawthorn","Adelaide Oval"
"2022",2,"Gold Coast Suns","Melbourne","Metricon Stadium"
"2022",2,"North Melbourne","West Coast Eagles","Marvel Stadium"
"2022",2,"Richmond","GWS Giants","MCG"
"2022",2,"Fremantle","St Kilda","Optus Stadium"
"2022",3,"Western Bulldogs","Sydney Swans","Marvel Stadium"
"2022",3,"Melbourne","Essendon","MCG"
"2022",3,"Adelaide Crows","Port Adelaide","Adelaide Oval"
"2022",3,"GWS Giants","Gold Coast Suns","GIANTS Stadium"
"2022",3,"Collingwood","Geelong Cats","MCG"
"2022",3,"Brisbane Lions","North Melbourne","Gabba"
"2022",3,"Carlton","Hawthorn","MCG"
"2022",3,"St Kilda","Richmond","Marvel Stadium"
"2022",3,"West Coast Eagles","Fremantle","Optus Stadium"
"2022",4,"Port Adelaide","Melbourne","Adelaide Oval"
"2022",4,"Geelong Cats","Brisbane Lions","GMHBA Stadium"
"2022",4,"Sydney Swans","North Melbourne","SCG"
"2022",4,"Collingwood","West Coast Eagles","Marvel Stadium"
"2022",4,"Richmond","Western Bulldogs","MCG"
"2022",4,"Fremantle","GWS Giants","Optus Stadium"
"2022",4,"Essendon","Adelaide Crows","Marvel Stadium"
"2022",4,"Hawthorn","St Kilda","MCG"
"2022",4,"Gold Coast Suns","Carlton","Metricon Stadium"
"2022",5,"Brisbane Lions","Collingwood","Gabba"
"2022",5,"North Melbourne","Western Bulldogs","Marvel Stadium"
"2022",5,"West Coast Eagles","Sydney Swans","Optus Stadium"
"2022",5,"St Kilda","Gold Coast Suns","Marvel Stadium"
"2022",5,"Adelaide Crows","Richmond","Adelaide Oval"
"2022",5,"Melbourne","GWS Giants","MCG"
"2022",5,"Carlton","Port Adelaide","MCG"
"2022",5,"Essendon","Fremantle","Marvel Stadium"
"2022",5,"Hawthorn","Geelong Cats","MCG"
"2022",6,"GWS Giants","St Kilda","Manuka Oval"
"2022",6,"Western Bulldogs","Adelaide Crows","Mars Stadium"
"2022",6,"Port Adelaide","West Coast Eagles","Adelaide Oval"
"2022",6,"Fremantle","Carlton","Optus Stadium"
